id,trades,wins,losses,wins5,losses5,trade_dates,symbols,win_rate_pct,payoff_ratio,payoff5,robust_payoff,avg_win_pct,avg_loss_pct,profit_factor,mean_trade_pct,mean_job_bps,worst_stream_mdd_pct,cvar05_pct,sample_ok,score
b2bf023dfc4c,103,12,91,12,91,49,10,11.650485436893204,11.985419468533724,9.689021781556132,9.689021781556132,1.6736527451679268,-0.13964073177095726,1.58049487497148,0.07161676068794177,0.4443690572806028,-1.4275734373044524,-0.5861545198594713,True,2.512624607660152
a8facac63f48,103,12,91,12,91,49,10,11.650485436893204,11.985419468533724,9.689021781556132,9.689021781556132,1.6736527451679268,-0.13964073177095726,1.58049487497148,0.07161676068794177,0.4443690572806028,-1.4275734373044524,-0.5861545198594713,True,2.512624607660152
a1c8dfb320c8,103,12,91,12,91,49,10,11.650485436893204,11.985419468533724,9.689021781556132,9.689021781556132,1.6736527451679268,-0.13964073177095726,1.58049487497148,0.07161676068794177,0.4443690572806028,-1.4275734373044524,-0.5861545198594713,True,2.512624607660152
9f26815fc398,103,12,91,12,91,49,10,11.650485436893204,11.985419468533724,9.689021781556132,9.689021781556132,1.6736527451679268,-0.13964073177095726,1.58049487497148,0.07161676068794177,0.4443690572806028,-1.4275734373044524,-0.5861545198594713,True,2.512624607660152
9eddeea92caa,103,12,91,12,91,49,10,11.650485436893204,11.985419468533724,9.689021781556132,9.689021781556132,1.6736527451679268,-0.13964073177095726,1.58049487497148,0.07161676068794177,0.4443690572806028,-1.4275734373044524,-0.5861545198594713,True,2.512624607660152
9a6612e3b066,103,12,91,12,91,49,10,11.650485436893204,11.985419468533724,9.689021781556132,9.689021781556132,1.6736527451679268,-0.13964073177095726,1.58049487497148,0.07161676068794177,0.4443690572806028,-1.4275734373044524,-0.5861545198594713,True,2.512624607660152
99f59e182dd5,103,12,91,12,91,49,10,11.650485436893204,11.985419468533724,9.689021781556132,9.689021781556132,1.6736527451679268,-0.13964073177095726,1.58049487497148,0.07161676068794177,0.4443690572806028,-1.4275734373044524,-0.5861545198594713,True,2.512624607660152
98d116f532fc,103,12,91,12,91,49,10,11.650485436893204,11.985419468533724,9.689021781556132,9.689021781556132,1.6736527451679268,-0.13964073177095726,1.58049487497148,0.07161676068794177,0.4443690572806028,-1.4275734373044524,-0.5861545198594713,True,2.512624607660152
95124afe6ee5,103,12,91,12,91,49,10,11.650485436893204,11.985419468533724,9.689021781556132,9.689021781556132,1.6736527451679268,-0.13964073177095726,1.58049487497148,0.07161676068794177,0.4443690572806028,-1.4275734373044524,-0.5861545198594713,True,2.512624607660152
8b9d74a6a290,103,12,91,12,91,49,10,11.650485436893204,11.985419468533724,9.689021781556132,9.689021781556132,1.6736527451679268,-0.13964073177095726,1.58049487497148,0.07161676068794177,0.4443690572806028,-1.4275734373044524,-0.5861545198594713,True,2.512624607660152
8688fb30b552,103,12,91,12,91,49,10,11.650485436893204,11.985419468533724,9.689021781556132,9.689021781556132,1.6736527451679268,-0.13964073177095726,1.58049487497148,0.07161676068794177,0.4443690572806028,-1.4275734373044524,-0.5861545198594713,True,2.512624607660152
839d3886f1d6,103,12,91,12,91,49,10,11.650485436893204,11.985419468533724,9.689021781556132,9.689021781556132,1.6736527451679268,-0.13964073177095726,1.58049487497148,0.07161676068794177,0.4443690572806028,-1.4275734373044524,-0.5861545198594713,True,2.512624607660152
7cfc2db5ad4b,103,12,91,12,91,49,10,11.650485436893204,11.985419468533724,9.689021781556132,9.689021781556132,1.6736527451679268,-0.13964073177095726,1.58049487497148,0.07161676068794177,0.4443690572806028,-1.4275734373044524,-0.5861545198594713,True,2.512624607660152
7bee4606a18c,103,12,91,12,91,49,10,11.650485436893204,11.985419468533724,9.689021781556132,9.689021781556132,1.6736527451679268,-0.13964073177095726,1.58049487497148,0.07161676068794177,0.4443690572806028,-1.4275734373044524,-0.5861545198594713,True,2.512624607660152
7a12148f13f3,103,12,91,12,91,49,10,11.650485436893204,11.985419468533724,9.689021781556132,9.689021781556132,1.6736527451679268,-0.13964073177095726,1.58049487497148,0.07161676068794177,0.4443690572806028,-1.4275734373044524,-0.5861545198594713,True,2.512624607660152
785e2d95f8cf,103,12,91,12,91,49,10,11.650485436893204,11.985419468533724,9.689021781556132,9.689021781556132,1.6736527451679268,-0.13964073177095726,1.58049487497148,0.07161676068794177,0.4443690572806028,-1.4275734373044524,-0.5861545198594713,True,2.512624607660152
764a4b088292,103,12,91,12,91,49,10,11.650485436893204,11.985419468533724,9.689021781556132,9.689021781556132,1.6736527451679268,-0.13964073177095726,1.58049487497148,0.07161676068794177,0.4443690572806028,-1.4275734373044524,-0.5861545198594713,True,2.512624607660152
744f08c521c6,103,12,91,12,91,49,10,11.650485436893204,11.985419468533724,9.689021781556132,9.689021781556132,1.6736527451679268,-0.13964073177095726,1.58049487497148,0.07161676068794177,0.4443690572806028,-1.4275734373044524,-0.5861545198594713,True,2.512624607660152
73283ac9b3e3,103,12,91,12,91,49,10,11.650485436893204,11.985419468533724,9.689021781556132,9.689021781556132,1.6736527451679268,-0.13964073177095726,1.58049487497148,0.07161676068794177,0.4443690572806028,-1.4275734373044524,-0.5861545198594713,True,2.512624607660152
7262f79ef970,103,12,91,12,91,49,10,11.650485436893204,11.985419468533724,9.689021781556132,9.689021781556132,1.6736527451679268,-0.13964073177095726,1.58049487497148,0.07161676068794177,0.4443690572806028,-1.4275734373044524,-0.5861545198594713,True,2.512624607660152
69e5f67371ab,103,12,91,12,91,49,10,11.650485436893204,11.985419468533724,9.689021781556132,9.689021781556132,1.6736527451679268,-0.13964073177095726,1.58049487497148,0.07161676068794177,0.4443690572806028,-1.4275734373044524,-0.5861545198594713,True,2.512624607660152
5c4de89ba6aa,103,12,91,12,91,49,10,11.650485436893204,11.985419468533724,9.689021781556132,9.689021781556132,1.6736527451679268,-0.13964073177095726,1.58049487497148,0.07161676068794177,0.4443690572806028,-1.4275734373044524,-0.5861545198594713,True,2.512624607660152
4a29f2f7e702,103,12,91,12,91,49,10,11.650485436893204,11.985419468533724,9.689021781556132,9.689021781556132,1.6736527451679268,-0.13964073177095726,1.58049487497148,0.07161676068794177,0.4443690572806028,-1.4275734373044524,-0.5861545198594713,True,2.512624607660152
422003bbcc2c,103,12,91,12,91,49,10,11.650485436893204,11.985419468533724,9.689021781556132,9.689021781556132,1.6736527451679268,-0.13964073177095726,1.58049487497148,0.07161676068794177,0.4443690572806028,-1.4275734373044524,-0.5861545198594713,True,2.512624607660152
20439e8e17f8,103,12,91,12,91,49,10,11.650485436893204,11.985419468533724,9.689021781556132,9.689021781556132,1.6736527451679268,-0.13964073177095726,1.58049487497148,0.07161676068794177,0.4443690572806028,-1.4275734373044524,-0.5861545198594713,True,2.512624607660152
1771c2e45b7a,103,12,91,12,91,49,10,11.650485436893204,11.985419468533724,9.689021781556132,9.689021781556132,1.6736527451679268,-0.13964073177095726,1.58049487497148,0.07161676068794177,0.4443690572806028,-1.4275734373044524,-0.5861545198594713,True,2.512624607660152
1489a844f29e,103,12,91,12,91,49,10,11.650485436893204,11.985419468533724,9.689021781556132,9.689021781556132,1.6736527451679268,-0.13964073177095726,1.58049487497148,0.07161676068794177,0.4443690572806028,-1.4275734373044524,-0.5861545198594713,True,2.512624607660152
13e9ec4bc9c0,103,12,91,12,91,49,10,11.650485436893204,11.985419468533724,9.689021781556132,9.689021781556132,1.6736527451679268,-0.13964073177095726,1.58049487497148,0.07161676068794177,0.4443690572806028,-1.4275734373044524,-0.5861545198594713,True,2.512624607660152
0abbd512b7b1,103,12,91,12,91,49,10,11.650485436893204,11.985419468533724,9.689021781556132,9.689021781556132,1.6736527451679268,-0.13964073177095726,1.58049487497148,0.07161676068794177,0.4443690572806028,-1.4275734373044524,-0.5861545198594713,True,2.512624607660152
4f2d14b9ce11,102,12,90,12,90,49,10,11.764705882352942,11.917815445213643,9.643990465635815,9.643990465635815,1.6736527451679268,-0.14043284634350403,1.5890420593618193,0.07298898795195834,0.44848655247588876,-1.4275734373044524,-0.5861545198594713,True,2.507966109875931
4983d1781a4c,103,13,90,13,90,49,10,12.62135922330097,11.903282841706385,9.621357571408746,9.621357571408746,1.662136244964157,-0.13963679323324246,1.719363077135367,0.08777145430623512,0.54460601165917,-1.4275734373044524,-0.5861545198594713,True,2.5042355444394353
d199a1370e8f,103,10,93,9,94,49,10,9.70873786407767,11.825099178202436,10.676280703985896,10.676280703985896,1.6077108899554933,-0.1359574973306808,1.2715160406669286,0.03333069560972451,0.20681094263865202,-1.4717434111600092,-0.5887829682177984,True,2.6016162322585124
da4b637801f9,103,12,91,12,91,50,10,11.650485436893204,11.811012457675902,9.43131069458244,9.43131069458244,1.5531905191780393,-0.13150358826085487,1.557496148264954,0.06477145338251145,0.4018951625541371,-1.6999549364270172,-0.5895654107666469,True,2.4707267580611094
e3841ad2753c,103,13,90,13,90,49,10,12.62135922330097,11.748674068371718,9.518251963217736,9.518251963217736,1.662136244964157,-0.14147436853650985,1.6970306987648038,0.08616580598299173,0.5346432539908524,-1.4275734373044524,-0.613718149408483,True,2.4934613846636986
574eb77da9d7,87,13,74,13,74,52,10,14.942528735632184,11.701336220537376,9.501518115478301,9.501518115478301,1.675799385585688,-0.14321436065091786,2.055640146851161,0.12859229108558648,0.673947549665423,-1.3624744853226622,-0.6273705735822176,True,2.4933390828923745
1c87a3d27483,69,9,60,9,60,37,9,13.043478260869565,11.60660788212916,9.676913287079087,9.676913287079087,1.9265651606088403,-0.1659886488950141,1.740991182319374,0.10695315234461908,0.4445643079384767,-1.4275734373044413,-0.6875567868539859,True,2.5395201528118245
9684bc07426d,103,12,91,12,91,49,10,11.650485436893204,11.531336985165897,9.33185954171305,9.33185954171305,1.625024449514648,-0.14092246645858209,1.5206158661757225,0.0648189218101437,0.4021896955689641,-1.4275734373044524,-0.5861545198594713,True,2.4691683112102853
64c8761005d5,83,11,72,11,72,42,10,13.25301204819277,11.460765816797398,9.350877968359354,9.350877968359354,1.6867577366460809,-0.14717670386161238,1.7509503331218246,0.09587484849482887,0.4793742424741444,-1.4275734373044413,-0.6314636426708282,True,2.478661312810027
e3ae7956df89,103,12,91,12,91,49,10,11.650485436893204,11.43797055121209,9.321760987156438,9.321760987156438,1.6736527451679268,-0.14632427471939669,1.5083038089510448,0.06571188293737878,0.40773035798494095,-1.5647639238549504,-0.6709020846991981,True,2.473982696158233
c790582d649d,84,9,75,9,75,48,10,10.714285714285714,11.405860372100824,9.10506933523064,9.10506933523064,1.5028354340882455,-0.13175993612583925,1.3687032446520988,0.043375282111384174,0.21948937935881152,-1.2070058742988388,-0.592354622618854,True,2.4289314869648955
b682a56a2dc3,84,9,75,9,75,48,10,10.714285714285714,11.405860372100824,9.10506933523064,9.10506933523064,1.5028354340882455,-0.13175993612583925,1.3687032446520988,0.043375282111384174,0.21948937935881152,-1.2070058742988388,-0.592354622618854,True,2.4289314869648955
a27213a89f8f,103,12,91,12,91,49,10,11.650485436893204,11.286009731824926,9.175879779796235,9.175879779796235,1.6327678508271208,-0.14467184502091557,1.4882650195813092,0.06240850789341874,0.38723351283265856,-1.4275734373044524,-0.6076680759981131,True,2.4532630428063804
108cffd75ff7,103,13,90,13,90,49,10,12.62135922330097,11.067442944545633,8.937837676224435,8.937837676224435,1.5493920837330672,-0.13999548870470155,1.5986306475454803,0.07322818548647307,0.45436765693414033,-1.4275734373044524,-0.5861545198594713,True,2.4164956553647468
d093653dc5b4,103,13,90,13,90,49,10,12.62135922330097,11.027888327595534,8.905263471034344,8.905263471034344,1.5438546158026107,-0.13999548870470155,1.5929172028749103,0.0725292817670951,0.4500310856633009,-1.427573437304419,-0.5861545198594713,True,2.4121283965650178
696e78998b6d,59,6,53,6,53,36,10,10.169491525423728,11.00375720784418,9.553634277816707,9.553634277816707,2.4024783040554474,-0.218332543937157,1.245708363152171,0.048190593146836644,0.17127981901586517,-1.3592511144517316,-0.8033016525727724,True,2.5708512371140935
fc8c07749b49,103,13,90,13,90,49,10,12.62135922330097,10.9428718410679,8.973099254733121,8.973099254733121,1.662136244964157,-0.1518921421272856,1.580637043709808,0.07706289702017799,0.47816134898062274,-1.4275734373044524,-0.6997508408591413,True,2.4344812997720955
ae9e2e8221ba,103,13,90,13,90,49,10,12.62135922330097,10.9428718410679,8.973099254733121,8.973099254733121,1.662136244964157,-0.1518921421272856,1.580637043709808,0.07706289702017799,0.47816134898062274,-1.4275734373044524,-0.6997508408591413,True,2.4344812997720955
653e542da0e3,103,13,90,13,90,49,10,12.62135922330097,10.9428718410679,8.973099254733121,8.973099254733121,1.662136244964157,-0.1518921421272856,1.580637043709808,0.07706289702017799,0.47816134898062274,-1.4275734373044524,-0.6997508408591413,True,2.4344812997720955
6b8f52142275,103,13,90,13,90,49,10,12.62135922330097,10.749880354177618,8.676317030167011,8.676317030167011,1.504934753700166,-0.13999548870470155,1.5527604956034338,0.06761706616193214,0.41955167558307316,-1.4275734373044635,-0.5861545198594713,True,2.380976478308578
fd69cb97a125,88,13,75,13,75,46,10,14.772727272727273,10.517757371215847,8.588066428791503,8.588066428791503,1.5677892372303985,-0.1490611716829481,1.8230779443440803,0.10456445690652355,0.5543176028779561,-1.4275734373044524,-0.6314636426708282,True,2.378936350742227
5f520aa7850e,88,13,75,13,75,46,10,14.772727272727273,10.517757371215847,8.588066428791503,8.588066428791503,1.5677892372303985,-0.1490611716829481,1.8230779443440803,0.10456445690652355,0.5543176028779561,-1.4275734373044524,-0.6314636426708282,True,2.378936350742227
1acbe4e43a34,88,13,75,13,75,46,10,14.772727272727273,10.517757371215847,8.588066428791503,8.588066428791503,1.5677892372303985,-0.1490611716829481,1.8230779443440803,0.10456445690652355,0.5543176028779561,-1.4275734373044524,-0.6314636426708282,True,2.378936350742227
8238178a472b,70,14,56,14,56,40,10,20.0,10.513861535526118,8.450872633144272,8.450872633144272,1.444968988539622,-0.13743466029651447,2.62846538388153,0.17904606947071283,0.755013545960837,-1.2070058742988388,-0.5919307741667752,True,2.34651671436683
b2311a741e7e,110,11,99,11,99,49,10,10.0,10.451746305959688,8.60797980782092,8.60797980782092,1.6339406464782682,-0.15633183189172695,1.1613051451066319,0.0226954159452725,0.15039131048072146,-2.043898738783445,-0.7818380844598481,True,2.389518028125629
12d4ce7903c1,131,12,119,12,119,57,10,9.16030534351145,10.433076970523254,8.450478321296103,8.450478321296103,1.491944440284654,-0.14300138343653263,1.0520749886241938,0.006764646217316544,0.05338365388364253,-2.030567439833808,-0.5551516857481413,True,2.352868534484171
6b844492181b,105,11,94,11,94,54,10,10.476190476190476,10.353139063943111,8.858403339935954,8.858403339935954,2.0484976525450915,-0.19786246856080555,1.211537550035896,0.0374704965074313,0.23701217670363153,-3.2067104102353916,-1.0232890844346512,True,2.4634173089628453
43fa6e620046,103,13,90,12,91,49,10,12.62135922330097,10.349002893682384,9.165516194396183,9.165516194396183,1.4699493568936561,-0.1420377761988062,1.4948559735318998,0.06141691050218414,0.38108083022439593,-1.4275734373044524,-0.5861545198594713,True,2.4311232279948767
e82612b5cd7f,103,11,92,11,92,49,10,10.679611650485437,10.281462723363846,8.274852195662763,8.274852195662763,1.425673479701111,-0.13866446030693433,1.2293053256195903,0.028400756587128723,0.17622156195628083,-1.4275734373044524,-0.5861545198594713,True,2.322779359545535
84f920d3f228,103,11,92,11,92,49,10,10.679611650485437,10.281462723363846,8.274852195662763,8.274852195662763,1.425673479701111,-0.13866446030693433,1.2293053256195903,0.028400756587128723,0.17622156195628083,-1.4275734373044524,-0.5861545198594713,True,2.322779359545535
36cbdd3ff051,142,16,126,16,126,59,10,11.267605633802816,10.112861622804637,8.503207609188989,8.503207609188989,1.7911542985931443,-0.17711646469621098,1.2841729044831285,0.04466052271667414,0.38203579673299537,-3.0692204419546343,-0.8319591541640741,True,2.395644948524505
46ebcaa34be5,103,11,92,11,92,49,10,10.679611650485437,10.074582577875448,8.149428838099098,8.149428838099098,1.4364049135192625,-0.1425771144775484,1.2045696560503254,0.0260520341434702,0.16164816366129117,-1.4717434111600092,-0.5911068014480715,True,2.3090059605105004
58b19e5029af,103,14,89,14,89,49,10,13.592233009708737,10.041450695427839,8.160612433440255,8.160612433440255,1.46720491521329,-0.1461148353674983,1.5795540419774128,0.07317134432309425,0.454014967787874,-1.4275734373044524,-0.6033583495245796,True,2.3146204899049456
ba34c1a39d73,126,16,110,16,110,54,10,12.698412698412698,9.99934067512945,8.017329878166027,8.017329878166027,1.3647860077747547,-0.13648759974437877,1.4544495527461019,0.05415031867074926,0.41102049111532557,-1.4275734373044524,-0.5637029498337007,True,2.282434398756167
b6be0c30c7c5,126,16,110,16,110,54,10,12.698412698412698,9.99934067512945,8.017329878166027,8.017329878166027,1.3647860077747547,-0.13648759974437877,1.4544495527461019,0.05415031867074926,0.41102049111532557,-1.4275734373044524,-0.5637029498337007,True,2.282434398756167
ad2289b034c8,126,16,110,16,110,54,10,12.698412698412698,9.99934067512945,8.017329878166027,8.017329878166027,1.3647860077747547,-0.13648759974437877,1.4544495527461019,0.05415031867074926,0.41102049111532557,-1.4275734373044524,-0.5637029498337007,True,2.282434398756167
